"lemmaID","lemma","POS","SW"
"nlsj11324","ἆ","interjection",TRUE
"nlsj13266","ἀᾶ","interjection",TRUE
"6","ἀάατος","adjective",FALSE
"8","ἀαγής","adjective",FALSE
"10","ἀάζω","verb",FALSE
"18","ἄαπτος","adjective",FALSE
"28","ἄατος","adjective",FALSE
"31","ἀάω","verb",FALSE
"34","ἀβαθής","adjective",FALSE
"nlsj1371","Ἄβαι","proper",FALSE
"nlsj1372","Ἀβαῖος","proper",FALSE
"nlsj1805","Ἀβακαίνη","proper",FALSE
"37","ἀβακέω","verb",FALSE
"42","ἀβάκιον","noun",FALSE
"43","ἀβακίσκος","noun",FALSE
"47","ἀβάκχευτος","adjective",FALSE
"50","ἀβαμβάκευτος","adjective",FALSE
"nlsj1808","Ἀβαντιάδης","proper",FALSE
"nlsj1806","Ἀβαντίδης","proper",FALSE
"nlsj1807","Ἀβαντίς","proper",FALSE
"51","ἄβαξ","noun",FALSE
"52","ἀβάπτιστος","adjective",FALSE
"nlsj1809","Ἀβαρβαρέη","proper",FALSE
"55","ἀβαρής","adverb",FALSE
"nlsj1373","Ἄβαρις","proper",FALSE
"nlsj1374","Ἄβαρτος","proper",FALSE
"nlsj1370","Ἄβας","proper",FALSE
"nlsj1375","Ἄβασα","proper",FALSE
"57","ἀβασάνιστος","adjective",FALSE
"58","ἀβασίλευτος","adjective",FALSE
"60","ἀβάσκανος","adjective",FALSE
"62","ἀβάστακτος","adjective",FALSE
"nlsj12033","ἄβατον","noun",FALSE
"64","ἀβατόομαι","verb",FALSE
"65","ἄβατος","adjective",FALSE
"nlsj11327","ἀβάω","verb",FALSE
"nlsj1810","Ἀββᾶ","proper",FALSE
"nlsj1376","Ἄβδηρα","proper",FALSE
"nlsj1811","Ἀβδηρίη","proper",FALSE
"69","Ἀβδηρίτης","proper",FALSE
"nlsj1813","Ἀβδηριτικός","adjective",FALSE
"nlsj1377","Ἄβδηρος","proper",FALSE
"70","ἄβδης","noun",FALSE
"71","ἀβέβαιος","adjective",FALSE
"72","ἀβεβαιότης","noun",FALSE
"73","ἀβέβηλος","adjective",FALSE
"78","ἀβελτερία","noun",FALSE
"79","ἀβελτεροκόκκυξ","noun",FALSE
"80","ἀβέλτερος","adjective",FALSE
"85","ἀβίαστος","adjective",FALSE
"nlsj1815","Ἀβίη","proper",FALSE
"90","ἄβιος","adjective",FALSE
"92","ἀβίοτος","adjective",FALSE
"95","ἀβίωτος","adjective",FALSE
"96","ἀβλάβεια","noun",FALSE
"97","ἀβλαβής","adjective",FALSE
"nlsj13311","ἀβλαστής","adjective",FALSE
"105","ἄβλαυτος","adjective",FALSE
"106","ἀβλεμής","adjective",FALSE
"107","ἀβλεννής","adjective",FALSE
"108","ἀβλεπτέω","verb",FALSE
"110","ἀβλέπτημα","noun",FALSE
"113","ἀβλεψία","noun",FALSE
"nlsj1380","Ἄβληρος","proper",FALSE
"115","ἀβλής","noun",FALSE
"117","ἄβλητος","adjective",FALSE
"120","ἀβληχρός","adjective",FALSE
"124","ἀβοηθησία","noun",FALSE
"125","ἀβοήθητος","adjective",FALSE
"127","ἀβοητί","adverb",FALSE
"130","ἀβολέω","verb",FALSE
"134","ἄβολος","adjective",FALSE
"nlsj13338","ἀβουκόλητος","adjective",FALSE
"nlsj1817","Ἀβουλεύτης","proper",FALSE
"144","ἀβούλευτος","adjective",FALSE
"145","ἀβουλέω","verb",FALSE
"146","ἀβούλητος","adjective",FALSE
"147","ἀβουλία","noun",FALSE
"nlsj1818","Ἀβουλίτης","proper",FALSE
"148","ἄβουλος","adjective",FALSE
"150","ἀβούτης","noun",FALSE
"152","ἅβρα","noun",FALSE
"nlsj1819","Ἀβραδάτας","proper",FALSE
"nlsj12045","ἄβραμις","noun",FALSE
"158","ἄβρεκτος","adjective",FALSE
"nlsj1820","Ἀβρεττηνός","proper",FALSE
"161","ἀβριθής","adjective",FALSE
"164","ἁβροβάτης","noun",FALSE
"165","ἁβρόβιος","adjective",FALSE
"167","ἁβρόγοος","adjective",FALSE
"170","ἁβροδίαιτος","adjective",FALSE
"nlsj1821","Ἀβροκόμης","proper",FALSE
"173","ἁβροκόμης","noun",FALSE
"nlsj11339","ἁβρόκομος","adjective",FALSE
"177","ἄβρομος","adjective",FALSE
"180","ἁβροπενθής","adjective",FALSE
"182","ἁβρόπηνος","adjective",FALSE
"184","ἁβρός","adjective",FALSE
"189","ἀβροτάζω","verb",FALSE
"190","ἁβρότης","noun",FALSE
"191","ἁβρότιμος","adjective",FALSE
"196","ἄβροτος","adjective",FALSE
"nlsj1822","Ἀβρούπολις","proper",FALSE
"199","ἀβροχία","noun",FALSE
"203","ἁβροχίτων","noun",FALSE
"202","ἄβροχος","adjective",FALSE
"204","ἅβρυνα","adjective",FALSE
"206","ἁβρύνω","verb",FALSE
"209","ἄβρωμος","adjective",FALSE
"nlsj1823","Ἀβρώνιχος","proper",FALSE
"nlsj885","Ἁβρώνιχος","proper",FALSE
"nlsj1824","Ἀβρώτη","proper",FALSE
"213","ἄβρωτος","adjective",FALSE
"nlsj1825","Ἀβυδηνός","proper",FALSE
"nlsj1826","Ἀβυδόθεν","adverb",FALSE
"nlsj1827","Ἀβυδόθι","adverb",FALSE
"214","Ἄβυδος","proper",FALSE
"219","ἀβυρτάκη","noun",FALSE
"220","ἀβυρτακοποιός","adjective",FALSE
"222","ἄβυσσος","adjective",FALSE
"233","ἀγάζω","verb",FALSE
"nlsj1917","Ἀγαθάγητος","proper",FALSE
"nlsj1918","Ἀγαθαρχίδης","proper",FALSE
"nlsj1899","Ἀγάθαρχος","proper",FALSE
"nlsj1921","Ἀγάθινος","proper",FALSE
"239","ἀγαθίς","adjective",FALSE
"243","ἀγαθοδαιμονισταί","noun",FALSE
"248","ἀγαθοειδής","adverb",FALSE
"250","ἀγαθοεργέω","verb",FALSE
"251","ἀγαθοεργία","noun",FALSE
"252","ἀγαθοεργός","adjective",FALSE
"nlsj1923","Ἀγάθοκλεης","proper",FALSE
"nlsj1922","Ἀγαθόκλεια","proper",FALSE
"256","ἀγαθοποιέω","verb",FALSE
"258","ἀγαθοποιία","noun",FALSE
"259","ἀγαθοποιός","adjective",FALSE
"260","ἀγαθός","adjective",FALSE
"263","ἀγαθότης","adjective",FALSE
"268","ἀγαθόφρων","adjective",FALSE
"269","ἀγαθόω","verb",FALSE
"nlsj1900","Ἀγάθυλλος","proper",FALSE
"271","ἀγαθύνω","verb",FALSE
"nlsj1901","Ἀγάθυρσος","proper",FALSE
"nlsj1902","Ἀγάθων","proper",FALSE
"273","ἀγαθωσύνη","noun",FALSE
"274","ἀγαίομαι","verb",FALSE
"nlsj1399","Ἄγαιος","proper",FALSE
"277","ἀγακλεής","adjective",FALSE
"278","ἀγακλειτός","adjective",FALSE
"nlsj1904","Ἀγακλεύς","proper",FALSE
"280","ἀγακλυτός","adjective",FALSE
"nlsj14300","ἀγακτίμενος","adjective",FALSE
"283","ἀγάλακτος","adjective",FALSE
"285","ἀγαλλίαμα","noun",FALSE
"286","ἀγαλλίασις","noun",FALSE
"287","ἀγαλλιάω","verb",FALSE
"291","ἀγαλλίς","noun",FALSE
"nlsj1905","Ἀγαλλίς","proper",FALSE
"292","ἀγάλλω","verb",FALSE
"293","ἄγαλμα","noun",FALSE
"294","ἀγαλματίας","noun",FALSE
"295","ἀγαλμάτιον","noun",FALSE
"298","ἀγαλματοποιέω","verb",FALSE
"nlsj14315","ἀγαλματοποιία","noun",FALSE
"302","ἀγαλματοποιός","noun",FALSE
"305","ἀγαλματουργός","adjective",FALSE
"306","ἀγαλματοφορέω","verb",FALSE
"309","ἀγαλματόω","verb",FALSE
"316","ἄγαμαι","verb",FALSE
"nlsj1906","Ἀγαμεμνόνεος","proper",FALSE
"nlsj1908","Ἀγαμεμνονίδης","proper",FALSE
"317","Ἀγαμέμνων","proper",FALSE
"319","ἀγαμένως","adverb",FALSE
"320","ἀγάμετος","adjective",FALSE
"nlsj1910","Ἀγαμήδη","proper",FALSE
"nlsj1909","Ἀγαμήδης","proper",FALSE
"nlsj1912","Ἀγαμηδίδης","proper",FALSE
"nlsj1911","Ἀγαμήτωρ","proper",FALSE
"321","ἀγαμία","noun",FALSE
"323","ἄγαμος","adjective",FALSE
"324","ἄγαν","adverb",FALSE
"326","ἀγανακτέω","verb",FALSE
"327","ἀγανάκτησις","noun",FALSE
"328","ἀγανακτητέον","adjective",FALSE
"329","ἀγανακτητικός","adjective",FALSE
"330","ἀγανακτητός","adjective",FALSE
"nlsj1913","Ἀγανίππη","proper",FALSE
"334","ἀγάννιφος","adjective",FALSE
"335","ἀγανοβλέφαρος","adjective",FALSE
"338","ἀγανός","adjective",FALSE
"340","ἀγανοφροσύνη","noun",FALSE
"341","ἀγανόφρων","adjective",FALSE
"344","ἀγάομαι","verb",FALSE
"345","ἀγαπάζω","verb",FALSE
"346","ἀγαπάω","verb",FALSE
"347","ἀγάπη","noun",FALSE
"348","ἀγάπημα","noun",FALSE
"349","ἀγαπήνωρ","noun",FALSE
"nlsj1914","Ἀγαπήνωρ","proper",FALSE
"350","ἀγάπησις","noun",FALSE
"352","ἀγαπητέος","adjective",FALSE
"353","ἀγαπητικός","adjective",FALSE
"354","ἀγαπητός","adjective",FALSE
"nlsj1915","Ἀγαπητός","proper",FALSE
"nlsj1898","Ἀγάπιος","proper",FALSE
"nlsj1916","Ἀγαπτόλεμος","proper",FALSE
"355","ἀγαπώντως","adverb",FALSE
"nlsj1927","Ἀγαρίστη","proper",FALSE
"359","ἀγάρροος","adjective",FALSE
"361","ἀγασθενής","adjective",FALSE
"nlsj1932","Ἀγασθένης","proper",FALSE
"nlsj1928","Ἀγασίας","proper",FALSE
"nlsj1929","Ἀγασικλέης","proper",FALSE
"nlsj1930","Ἀγασιμένης","proper",FALSE
"nlsj1931","Ἀγασισθένης","proper",FALSE
"364","ἀγάστονος","adjective",FALSE
"365","ἀγαστός","adjective",FALSE
"nlsj1903","Ἀγάστροφος","proper",FALSE
"366","ἀγάστωρ","noun",FALSE
"368","ἀγάσυρτος","noun",FALSE
"nlsj1934","Ἀγαυή","proper",FALSE
"nlsj1933","Ἀγαύη","proper",FALSE
"370","ἀγαυός","adjective",FALSE
"nlsj1935","Ἀγαυός","proper",FALSE
"371","ἀγαυρίαμα","noun",FALSE
"372","ἀγαυριάομαι","verb",FALSE
"374","ἀγαυρός","adjective",FALSE
"375","ἀγάφθεγκτος","adjective",FALSE
"376","ἀγάω","verb",FALSE
"nlsj1936","Ἄγβαλος","proper",FALSE
"nlsj1937","Ἀγβάτανα","proper",FALSE
"378","ἀγγαρεία","noun",FALSE
"380","ἀγγαρεύω","verb",FALSE
"nlsj14433","ἀγγαρήιον","noun",FALSE
"382","ἄγγαρος","noun",FALSE
"387","ἀγγεῖον","noun",FALSE
"389","ἀγγειώδης","adjective",FALSE
"390","ἀγγελία","noun",FALSE
"392","ἀγγελιαφόρος","adjective",FALSE
"393","ἀγγελικός","adjective",FALSE
"nlsj1947","Ἀγγελίων","proper",FALSE
"394","ἀγγελιώτης","noun",FALSE
"395","ἀγγέλλω","verb",FALSE
"396","ἄγγελμα","noun",FALSE
"397","ἄγγελος","noun",FALSE
"nlsj1402","Ἄγγελος","proper",FALSE
"nlsj1948","Ἀγγίτης","proper",FALSE
"401","ἀγγοθήκη","noun",FALSE
"403","ἄγγος","noun",FALSE
"nlsj1403","Ἄγγρος","proper",FALSE
"407","ἄγδην","adverb",FALSE
"nlsj1400","Ἄγδιστις","proper",FALSE
"408","ἄγε","adverb",FALSE
"414","ἀγείρω","verb",FALSE
"417","ἀγείτων","adjective",FALSE
"nlsj1946","Ἀγελάδης","proper",FALSE
"418","ἀγελάζομαι","verb",FALSE
"419","ἀγελαιοκομικός","adjective",FALSE
"420","ἀγελαῖος","adjective",FALSE
"421","ἀγελαιοτροφία","noun",FALSE
"422","ἀγελαιοτροφικός","adjective",FALSE
"nlsj1939","Ἀγέλαος","proper",FALSE
"426","ἀγελαρχέω","verb",FALSE
"427","ἀγελάρχης","noun",FALSE
"431","ἀγελαστί","adverb",FALSE
"433","ἀγέλαστος","adjective",FALSE
"nlsj1940","Ἀγέλαστος","proper",FALSE
"435","ἀγελείη","noun",FALSE
"nlsj1941","Ἀγέλεως","proper",FALSE
"436","ἀγέλη","noun",FALSE
"437","ἀγεληδόν","adverb",FALSE
"438","ἀγέληθεν","adverb",FALSE
"nlsj14409","ἀγεληίς","noun",FALSE
"440","ἀγεληκόμος","adjective",FALSE
"nlsj1938","Ἀγέλης","proper",FALSE
"447","ἀγέλοιος","adjective",FALSE
"nlsj1401","Ἄγελος","proper",FALSE
"nlsj1942","Ἀγέλοχος","proper",FALSE
"nlsj1943","Ἀγέμαχος","proper",FALSE
"451","ἀγενεαλόγητος","adjective",FALSE
"452","ἀγένεια","noun",FALSE
"453","ἀγένειος","adjective",FALSE
"454","ἀγενής","adverb",FALSE
"456","ἀγένητος","adjective",FALSE
"457","ἀγέννεια","noun",FALSE
"458","ἀγεννής","adverb",FALSE
"459","ἀγεννησία","noun",FALSE
"460","ἀγέννητος","adjective",FALSE
"463","ἁγέομαι","verb",FALSE
"464","ἀγέραστος","adjective",FALSE
"468","ἀγερμός","noun",FALSE
"469","ἀγερμοσύνη","noun",FALSE
"471","ἄγερσις","noun",FALSE
"474","ἀγερωχία","noun",FALSE
"475","ἀγέρωχος","adjective",FALSE
"478","ἀγέστρατος","noun",FALSE
"482","ἄγευστος","adjective",FALSE
"483","ἀγεωμέτρητος","adjective",FALSE
"485","ἀγεώργητος","adjective",FALSE
"488","ἀγή","noun",FALSE
"487","ἄγη","noun",FALSE
"nlsj11410","ἁγηλατέω","verb",FALSE
"493","ἀγήλατος","adjective",FALSE
"494","ἄγημα","noun",FALSE
"496","ἀγηνορέω","verb",FALSE
"497","ἀγηνορία","noun",FALSE
"nlsj1953","Ἀγηνορίδης","proper",FALSE
"498","ἀγήνωρ","noun",FALSE
"nlsj1949","Ἀγήνωρ","proper",FALSE
"501","ἀγήραος","adjective",FALSE
"503","ἀγήρατον","noun",FALSE
"nlsj1954","Ἀγησανδρίδας","proper",FALSE
"507","Ἀγήσανδρος","proper",FALSE
"nlsj1951","Ἀγήσαρχος","proper",FALSE
"nlsj1960","Ἀγησιάναξ","proper",FALSE
"nlsj1955","Ἀγησίας","proper",FALSE
"nlsj886","Ἁγησίης","proper",FALSE
"508","ἀγησίλαος","noun",FALSE
"nlsj1957","Ἀγησίλαος","proper",FALSE
"nlsj1958","Ἀγησίλης","proper",FALSE
"nlsj1959","Ἀγησίπολις","proper",FALSE
"nlsj1961","Ἀγησιππίδας","proper",FALSE
"509","ἀγησίχορος","adjective",FALSE
"nlsj11412","ἁγησίχορος","adjective",FALSE
"nlsj1405","Ἀγήτας","proper",FALSE
"510","ἀγητός","adjective",FALSE
"nlsj1404","Ἄγητος","proper",FALSE
"511","Ἀγήτωρ","proper",FALSE
"nlsj1962","Ἀγιάδης","proper",FALSE
"513","ἁγιάζω","verb",FALSE
"514","ἁγίασμα","noun",FALSE
"515","ἁγιασμός","adjective",FALSE
"516","ἁγιαστήριον","noun",FALSE
"517","ἁγιαστία","noun",FALSE
"520","ἁγίζω","verb",FALSE
"nlsj1406","Ἀγίης","proper",FALSE
"521","ἀγινέω","verb",FALSE
"524","ἅγιος","adjective",FALSE
"nlsj776","Ἅγιος","proper",FALSE
"525","ἁγιότης","noun",FALSE
"nlsj1398","Ἄγις","proper",FALSE
"527","ἁγιστεία","noun",FALSE
"529","ἁγιστεύω","verb",FALSE
"534","ἁγιωσύνη","noun",FALSE
"536","ἀγκάζομαι","verb",FALSE
"537","ἄγκαθεν","adverb",FALSE
"nlsj1963","Ἀγκαῖος","proper",FALSE
"538","ἀγκάλη","noun",FALSE
"542","ἀγκαλίζομαι","verb",FALSE
"545","ἀγκάλισμα","noun",FALSE
"549","ἀγκάς","adverb",FALSE
"552","ἀγκιστρεία","noun",FALSE
"553","ἀγκιστρευτικός","adjective",FALSE
"555","ἀγκίστριον","noun",FALSE
"557","ἀγκιστροειδής","adverb",FALSE
"558","ἄγκιστρον","noun",FALSE
"559","ἀγκιστρόομαι","verb",FALSE
"562","ἀγκιστρώδης","adjective",FALSE
"563","ἀγκιστρωτός","adjective",FALSE
"567","ἄγκοινα","noun",FALSE
"572","ἄγκος","noun",FALSE
"574","ἀγκτήρ","noun",FALSE
"577","ἀγκύλη","adjective",FALSE
"578","ἀγκυλητός","adjective",FALSE
"581","ἀγκύλιον","noun",FALSE
"582","ἀγκυλίς","noun",FALSE
"nlsj1965","Ἀγκυλίων","proper",FALSE
"587","ἀγκυλόδειρος","adjective",FALSE
"588","ἀγκυλόδους","noun",FALSE
"591","ἀγκυλόκυκλος","adjective",FALSE
"592","ἀγκυλόκωλος","adjective",FALSE
"594","ἀγκυλομήτης","adjective",FALSE
"596","ἀγκυλόπους","noun",FALSE
"597","ἀγκύλος","adjective",FALSE
"598","ἀγκυλότοξος","adjective",FALSE
"599","ἀγκυλοχείλης","noun",FALSE
"600","ἀγκυλοχήλης","noun",FALSE
"601","ἀγκυλόω","verb",FALSE
"605","ἄγκυρα","noun",FALSE
"nlsj1407","Ἄγκυρα","proper",FALSE
"606","ἀγκυρηβόλιον","noun",FALSE
"nlsj14511","ἀγκύρια","noun",FALSE
"607","ἀγκυρίζω","verb",FALSE
"608","ἀγκύριον","noun",FALSE
"613","ἀγκυροβολέω","verb",FALSE
"614","ἀγκυροβόλιον","noun",FALSE
"618","ἀγκυρουχία","noun",FALSE
"nlsj1964","Ἀγκύωρ","proper",FALSE
"621","ἀγκών","noun",FALSE
"626","ἀγκωνίσκος","noun",FALSE
"630","ἀγλαέθειρος","adjective",FALSE
"nlsj14552","ἀγλαία","noun",FALSE
"nlsj14548","ἀγλαίζω","verb",FALSE
"nlsj14549","ἀγλάισμα","noun",FALSE
"636","ἀγλαόγυιος","adjective",FALSE
"637","ἀγλαόδενδρος","adjective",FALSE
"638","ἀγλαόδωρος","adjective",FALSE
"641","ἀγλαόθρονος","adjective",FALSE
"643","ἀγλαόκαρπος","adjective",FALSE
"645","ἀγλαόκουρος","adjective",FALSE
"646","ἀγλαόκωμος","adjective",FALSE
"651","ἀγλαόμορφος","adjective",FALSE
"653","ἀγλαόπεπλος","adjective",FALSE
"657","ἀγλαός","adjective",FALSE
"nlsj1966","Ἀγλαός","proper",FALSE
"664","ἀγλαόφορτος","adjective",FALSE
"nlsj1969","Ἀγλαοφῶν","proper",FALSE
"666","ἀγλαοφῶτις","noun",FALSE
"nlsj1408","Ἄγλαυρος","proper",FALSE
"671","ἀγλαφύρως","adverb",FALSE
"672","ἀγλαώψ","noun",FALSE
"673","ἀγλευκής","adverb",FALSE
"678","ἄγλις","adjective",FALSE
"679","ἄγλισχρος","adjective",FALSE
"nlsj1970","Ἀγλώμαχος","proper",FALSE
"686","ἄγλωσσος","adjective",FALSE
"689","ἄγμα","noun",FALSE
"691","ἀγμός","noun",FALSE
"nlsj888","Ἁγναγόρη","proper",FALSE
"693","ἄγναμπτος","adjective",FALSE
"694","ἄγναπτος","adjective",FALSE
"nlsj1409","Ἄγναπτος","proper",FALSE
"695","ἄγναφος","adjective",FALSE
"696","ἁγνεία","noun",FALSE
"697","ἅγνευμα","noun",FALSE
"701","ἁγνεύω","verb",FALSE
"702","ἀγνέω","verb",FALSE
"703","ἁγνεών","noun",FALSE
"nlsj887","Ἁγνή","proper",FALSE
"705","ἁγνίζω","verb",FALSE
"nlsj889","Ἁγνίης","proper",FALSE
"706","ἄγνινος","adjective",FALSE
"707","ἅγνισμα","noun",FALSE
"708","ἁγνισμός","noun",FALSE
"709","ἁγνιστέος","adjective",FALSE
"nlsj1972","Ἀγνίτης","proper",FALSE
"713","ἁγνίτης","noun",FALSE
"nlsj890","Ἁγνόδωρος","proper",FALSE
"715","ἀγνοέω","verb",FALSE
"716","ἀγνόημα","noun",FALSE
"718","ἀγνόησις","noun",FALSE
"719","ἀγνοητέον","adjective",FALSE
"720","ἀγνοητικός","adjective",FALSE
"722","ἄγνοια","noun",FALSE
"728","ἁγνόρυτος","adjective",FALSE
"730","ἄγνος","noun",FALSE
"729","ἁγνός","adjective",FALSE
"734","ἁγνότης","noun",FALSE
"735","ἄγνυμι","verb",FALSE
"737","ἀγνύς","noun",FALSE
"nlsj891","Ἁγνώ","proper",FALSE
"738","ἀγνώδης","adjective",FALSE
"740","ἀγνωμονέω","verb",FALSE
"741","ἀγνωμοσύνη","noun",FALSE
"742","ἀγνώμων","adjective",FALSE
"nlsj777","Ἅγνων","proper",FALSE
"nlsj1973","Ἀγνωνίδης","proper",FALSE
"743","ἀγνώριστος","adjective",FALSE
"744","ἀγνώς","noun",FALSE
"745","ἀγνωσία","noun",FALSE
"746","ἀγνώσσω","verb",FALSE
"748","ἄγνωστος","adjective",FALSE
"749","ἀγνωτίδιον","noun",FALSE
"754","ἀγοήτευτος","adjective",FALSE
"756","ἀγόνατος","adjective",FALSE
"nlsj1975","Ἀγόνεος","proper",FALSE
"758","ἀγονία","noun",FALSE
"nlsj12232","ἄγονον","noun",FALSE
"759","ἄγονος","adjective",FALSE
"760","ἄγοος","adjective",FALSE
"761","ἀγορά","noun",FALSE
"762","ἀγοράζω","verb",FALSE
"763","ἀγοραῖος","adjective",FALSE
"nlsj1977","Ἀγοράκριτος","proper",FALSE
"764","ἀγορανομέω","verb",FALSE
"765","ἀγορανομία","noun",FALSE
"766","ἀγορανομικός","adjective",FALSE
"767","ἀγορανόμιον","noun",FALSE
"769","ἀγορανόμος","noun",FALSE
"770","ἀγοράομαι","verb",FALSE
"772","ἀγορασία","noun",FALSE
"773","ἀγόρασις","noun",FALSE
"774","ἀγόρασμα","noun",FALSE
"775","ἀγορασμός","noun",FALSE
"776","ἀγοραστής","noun",FALSE
"777","ἀγοραστικός","adjective",FALSE
"778","ἀγοραστός","adjective",FALSE
"nlsj1974","Ἀγόρατος","proper",FALSE
"783","ἀγόρευσις","noun",FALSE
"786","ἀγορεύω","verb",FALSE
"nlsj1976","Ἀγορή","proper",FALSE
"788","ἀγορῆθεν","adverb",FALSE
"790","ἀγορήνδε","adverb",FALSE
"791","ἀγορητής","noun",FALSE
"792","ἀγορητύς","noun",FALSE
"793","ἀγορῆφι","adverb",FALSE
"794","ἄγορος","noun",FALSE
"796","ἀγός","noun",FALSE
"797","ἄγος","noun",FALSE
"nlsj14633","ἀγοστέω","verb",FALSE
"800","ἀγοστός","noun",FALSE
"802","ἄγρα","noun",FALSE
"nlsj1410","Ἄγραι","proper",FALSE
"804","ἀγραῖος","adjective",FALSE
"nlsj1411","Ἄγραιος","proper",FALSE
"805","ἀγραμματία","noun",FALSE
"806","ἀγράμματος","adjective",FALSE
"809","ἄγραπτος","adjective",FALSE
"810","ἀγραυλέω","verb",FALSE
"812","ἀγραυλία","noun",FALSE
"813","ἄγραυλος","adjective",FALSE
"nlsj1413","Ἄγραυλος","proper",FALSE
"nlsj14637","ἀγράφιος","adjective",FALSE
"816","ἄγραφος","adjective",FALSE
"818","ἀγρεῖος","adjective",FALSE
"827","ἀγρέτης","noun",FALSE
"828","ἄγρευμα","noun",FALSE
"829","ἀγρεύς","noun",FALSE
"nlsj1978","Ἀγρεύς","proper",FALSE
"833","ἀγρευτήρ","noun",FALSE
"834","ἀγρευτής","noun",FALSE
"835","ἀγρευτικός","adjective",FALSE
"837","ἀγρευτός","adjective",FALSE
"838","ἀγρεύω","verb",FALSE
"839","ἀγρέω","verb",FALSE
"840","ἄγρηθεν","adverb",FALSE
"842","ἀγρία","noun",FALSE
"nlsj1982","Ἀγριάδες","proper",FALSE
"844","ἀγριαίνω","verb",FALSE
"nlsj1983","Ἀγριάν","proper",FALSE
"nlsj1984","Ἀγριάνης","proper",FALSE
"847","ἀγριάς","noun",FALSE
"849","ἀγριάω","verb",FALSE
"850","ἀγρίδιον","noun",FALSE
"851","ἀγριελαία","noun",FALSE
"853","ἀγριέλαιος","adjective",FALSE
"858","ἀγριμαῖος","adjective",FALSE
"864","ἀγριοδαίτης","noun",FALSE
"866","ἀγριόθυμος","adjective",FALSE
"882","ἀγριομυρίκη","adjective",FALSE
"888","ἀγριοποιός","adjective",FALSE
"892","ἄγριος","adjective",FALSE
"nlsj1414","Ἄγριος","proper",FALSE
"897","ἀγριότης","noun",FALSE
"898","ἀγριόφαγρος","noun",FALSE
"902","ἀγριόφωνος","adjective",FALSE
"905","ἀγριόω","verb",FALSE
"nlsj1981","Ἀγρίππας","proper",FALSE
"911","ἀγριώδης","adjective",FALSE
"nlsj1986","Ἀγριώνια","proper",FALSE
"913","ἀγριωπός","adjective",FALSE
"916","ἀγρογείτων","noun",FALSE
"919","ἀγρόθεν","adverb",FALSE
"923","ἀγροικία","noun",FALSE
"924","ἀγροικίζομαι","verb",FALSE
"925","ἀγροικικός","adjective",FALSE
"nlsj14708","ἀγροῖκος","adjective",FALSE
"927","ἄγροικος","adjective",FALSE
"930","ἀγροιώτης","noun",FALSE
"931","ἀγροκήπιον","noun",FALSE
"933","ἀγροκόμος","noun",FALSE
"nlsj1987","Ἀγρόλης","proper",FALSE
"937","ἀγρόνδε","adverb",FALSE
"nlsj14698","ἀγρόνομος","adjective",FALSE
"941","ἀγρός","noun",FALSE
"nlsj1988","Ἀγροτέρη","proper",FALSE
"943","ἀγρότερος","adjective",FALSE
"944","ἀγροτήρ","noun",FALSE
"945","ἀγρότης","noun",FALSE
"nlsj14725","ἀγρυξία","noun",FALSE
"950","ἀγρυπνέω","verb",FALSE
"951","ἀγρυπνητέον","adjective",FALSE
"954","ἀγρυπνητικός","adjective",FALSE
"955","ἀγρυπνία","noun",FALSE
"956","ἄγρυπνος","adjective",FALSE
"nlsj1415","Ἄγρων","proper",FALSE
"960","ἀγρώσσω","verb",FALSE
"963","ἄγρωστις","noun",FALSE
"nlsj12260","ἀγυιά","noun",FALSE
"970","ἀγυιᾶτις","noun",FALSE
"nlsj14740","ἀγυιεύς","noun",FALSE
"971","Ἀγυιεύς","proper",FALSE
"974","ἀγυιοπλαστέω","verb",FALSE
"nlsj1990","Ἀγύλλη","proper",FALSE
"976","ἀγυμνασία","noun",FALSE
"977","ἀγύμναστος","adjective",FALSE
"981","ἄγυρις","noun",FALSE
"nlsj1991","Ἀγύρριος","proper",FALSE
"985","ἀγυρτάζω","verb",FALSE
"988","ἀγυρτεύω","verb",FALSE
"990","ἀγύρτης","noun",FALSE
"991","ἀγυρτικός","adjective",FALSE
"996","ἀγχάζω","verb",FALSE
"998","ἄγχαυρος","adjective",FALSE
"nlsj14811","ἀγχέμαχητος","adjective",FALSE
"999","ἀγχέμαχος","adjective",FALSE
"nlsj1996","Ἀγχέσμιος","proper",FALSE
"nlsj1997","Ἀγχεσμός","proper",FALSE
"1002","ἄγχι","adjective",FALSE
"nlsj2000","Ἀγχιάλη","proper",FALSE
"1003","ἀγχίαλος","adjective",FALSE
"nlsj1998","Ἀγχίαλος","proper",FALSE
"1004","ἀγχιβαθής","adjective",FALSE
"1007","ἀγχιβάτης","noun",FALSE
"1010","ἀγχίγαμος","adjective",FALSE
"1011","ἀγχιγείτων","adjective",FALSE
"1012","ἀγχίγυος","adjective",FALSE
"1017","ἀγχίθεος","adjective",FALSE
"1019","ἀγχίθυρος","adjective",FALSE
"1020","ἀγχικέλευθος","adjective",FALSE
"1027","ἀγχιμαχητής","noun",FALSE
"nlsj2001","Ἀγχιμόλιος","proper",FALSE
"1030","ἀγχίμολος","adjective",FALSE
"1033","ἀγχινεφής","adjective",FALSE
"nlsj2002","Ἀγχινόη","proper",FALSE
"1034","ἀγχίνοια","noun",FALSE
"1035","ἀγχίνοος","adjective",FALSE
"nlsj1416","Ἄγχιος","proper",FALSE
"1036","ἀγχίπλοος","adjective",FALSE
