"lemmaID","lemma","POS"
"3876","ἄλαστος","adjective"
"3877","ἀλάστωρ","noun"
"nlsj2069","Ἀλάστωρ","proper"
"3884","ἁλατοπωλία","noun"
"3886","ἀλαῶπις","noun"
"3888","ἀλαωτύς","noun"
"nlsj2084","Ἀλβίνος","proper"
"3891","ἀλγεινός","adjective"
"3893","ἀλγεσίδωρος","adjective"
"3895","ἀλγέω","verb"
"3896","ἀλγηδών","noun"
"3897","ἄλγημα","noun"
"3898","ἀλγηρός","adjective"
"3899","ἄλγησις","noun"
"nlsj1442","Ἄλγιδος","proper"
"3901","ἀλγινόεις","adjective"
"nlsj12418","ἄλγιστος","adjective"
"3902","ἀλγίων","adjective"
"3903","ἄλγος","noun"
"3906","ἀλγύνω","verb"
"3907","ἀλδαίνω","verb"
"3912","ἀλδήσκω","verb"
"3915","ἀλέα","noun"
"3916","ἀλεάζω","verb"
"3919","ἀλεαίνω","verb"
"3925","ἀλεγεινός","adjective"
"nlsj2115","Ἀλεγηνορίδης","proper"
"3926","ἀλεγίζω","verb"
"3927","ἀλεγύνω","verb"
"3928","ἀλέγω","verb"
"3930","ἀλεεινός","adjective"
"3931","ἀλεείνω","verb"
"nlsj2086","Ἀλέη","proper"
"3933","ἀλεής","adjective"
"3936","ἁλεία","noun"
"3938","ἀλείατα","noun"
"3939","ἄλειμμα","noun"
"3940","ἀλειμμάτιον","noun"
"3945","ἀλειπτήριον","noun"
"3946","ἀλείπτης","noun"
"3947","ἀλειπτικός","adjective"
"nlsj12400","ἄλειπτος","adjective"
"3950","ἀλείπτρια","noun"
"3953","ἄλεισον","adjective"
"3955","ἀλείτης","noun"
"3956","ἀλειτουργησία","noun"
"3957","ἀλειτούργητος","adjective"
"3959","ἄλειφαρ","noun"
"3961","ἀλειφατίτης","adjective"
"3965","ἀλείφω","verb"
"3966","ἄλειψις","noun"
"3970","ἀλεκτοριδεύς","noun"
"3972","ἀλεκτορίς","adjective"
"3975","ἀλεκτοροφωνία","noun"
"3976","ἄλεκτος","adjective"
"3977","ἄλεκτρος","adjective"
"3978","ἀλεκτρύαινα","noun"
"3986","ἀλεκτρυών","adjective"
"nlsj2116","Ἀλεκτρυών","proper"
"3987","ἀλέκτωρ","adjective"
"nlsj2094","Ἀλέκτωρ","proper"
"nlsj2097","Ἀλεξαμενός","proper"
"nlsj2095","Ἀλεξανδρεία","proper"
"nlsj2098","Ἀλεξανδρεύς","proper"
"nlsj2088","Ἀλεξάνδρη","proper"
"nlsj2099","Ἀλεξανδρίδης","proper"
"3995","Ἀλεξανδριστής","proper"
"3996","Ἀλεξανδροκόλαξ","proper"
"3997","ἀλέξανδρος","adjective"
"nlsj2087","Ἀλέξανδρος","proper"
"3998","Ἀλεξανδρώδης","proper"
"4000","ἀλεξάνεμος","adjective"
"nlsj2096","Ἀλεξάνωρ","proper"
"nlsj2089","Ἀλέξαρχος","proper"
"4001","ἀλέξημα","noun"
"4003","ἀλέξησις","noun"
"4004","ἀλεξήτειρα","noun"
"nlsj15677","ἀλεξητήρ","noun"
"4005","ἀλεξητήριος","adjective"
"4007","ἀλεξήτωρ","noun"
"4008","ἀλεξιάρη","adjective"
"nlsj2109","Ἀλεξιάρης","proper"
"nlsj2110","Ἀλεξίβιος","proper"
"4010","ἀλεξίγαμος","adjective"
"nlsj2104","Ἀλεξίδη","proper"
"nlsj2090","Ἀλεξίης","proper"
"4011","ἀλεξίκακος","adjective"
"nlsj2105","Ἀλεξίκακος","proper"
"nlsj2111","Ἀλεξικλῆς","proper"
"nlsj2112","Ἀλεξικράτης","proper"
"4013","ἀλεξίλογος","adjective"
"nlsj2106","Ἀλεξίμαχος","proper"
"4014","ἀλεξίμβροτος","adjective"
"4015","ἀλεξίμορος","adjective"
"nlsj2107","Ἀλεξίνικος","proper"
"nlsj2108","Ἀλεξῖνος","proper"
"nlsj2091","Ἀλέξιος","proper"
"nlsj2113","Ἀλεξιππίδης","proper"
"nlsj2092","Ἀλέξιππος","proper"
"nlsj12397","ἄλεξις","noun"
"nlsj1437","Ἄλεξις","proper"
"nlsj15685","ἀλεξιφάρμακον","noun"
"4017","ἀλεξιφάρμακος","adjective"
"4019","ἀλέξω","verb"
"nlsj2093","Ἀλέξων","proper"
"4020","ἀλέομαι","verb"
"nlsj2114","Ἀλεός","proper"
"nlsj1438","Ἄλεος","proper"
"4027","ἀλέπιστος","adjective"
"nlsj2117","Ἀλέσιος","proper"
"4031","ἀλεσμός","noun"
"4035","ἀλέτης","noun"
"4038","ἀλετρεύω","verb"
"4039","ἀλετρίβανος","adjective"
"4040","ἀλετρίς","noun"
"4042","ἀλετών","noun"
"nlsj1439","Ἀλεύης","proper"
"4047","ἀλευρίτης","adjective"
"4051","ἀλευρόμαντις","noun"
"4052","ἄλευρον","adjective"
"nlsj1435","Ἄλευς","proper"
"4060","ἀλεύω","verb"
"4062","ἀλέω","verb"
"4064","ἀλεωρή","noun"
"4066","ἄλη","noun"
"4067","ἁλή","noun"
"nlsj893","Ἅλη","proper"
"4068","ἁληγός","adjective"
"4071","ἀλήθεια","adjective"
"4072","ἀλήθευσις","noun"
"4074","ἀληθευτικός","adjective"
"4075","ἀληθεύω","verb"
"4076","ἀληθής","adjective"
"4079","ἀληθινολογία","noun"
"4083","ἀληθινός","adjective"
"4086","ἀληθόμαντις","adjective"
"4093","ἀλήθω","verb"
"4094","Ἀλήιον","proper"
"nlsj11481","ἀλήιος","adjective"
"4096","ἄληκτος","adjective"
"nlsj12421","ἄλημα","noun"
"4099","ἀλήμων","adjective"
"4103","ἀλήπεδον","noun"
"4105","ἄληπτος","adjective"
"nlsj1434","Ἄλης","proper"
"4107","ἁλής","adverb"
"4109","ἀλησία","noun"
"nlsj11484","ἀλήσιον","noun"
"nlsj2125","Ἀλήσιος","proper"
"4110","ἄλησις","noun"
"4114","ἀλητεία","noun"
"4115","ἀλητεύω","verb"
"4116","ἀλητήρ","noun"
"4117","ἀλήτης","adjective"
"nlsj1444","Ἀλήτης","proper"
"4118","ἀλητικός","adjective"
"nlsj15781","ἀλῆτις","noun"
"4120","ἄλητον","noun"
"4125","ἀλθαία","noun"
"nlsj2183","Ἄλθαία","proper"
"nlsj2184","Ἀλθαίη","proper"
"nlsj2185","Ἀλθαιμένης","proper"
"4128","ἄλθεξις","noun"
"nlsj2186","Ἀλθηπίη","proper"
"nlsj1456","Ἄλθηπος","proper"
"nlsj12467","ἄλθομαι","verb"
"4137","ἁλιάδης","noun"
"4139","ἁλιάετος","noun"
"4140","ἁλιαής","adjective"
"nlsj11529","ἁλιαίετος","noun"
"nlsj902","Ἁλιάκμων","proper"
"nlsj904","Ἁλιαρτίη","proper"
"nlsj895","Ἁλίαρτος","proper"
"nlsj900","Ἁλιάς","proper"
"nlsj11522","ἅλιας","noun"
"4150","ἀλίαστος","adjective"
"4151","ἀλιβάνωτος","adjective"
"4153","ἀλίβας","noun"
"4154","ἀλίβατος","adjective"
"4157","ἁλίβρεκτος","adjective"
"4158","ἁλίβρομος","adjective"
"4159","ἁλίβροχος","adjective"
"4160","ἁλίβρωτος","adjective"
"4161","ἁλίγδουπος","adjective"
"4162","ἁλιγείτων","adjective"
"4163","ἁλιγενής","adjective"
"4164","ἀλίγκιος","adjective"
"4168","ἁλίδονος","adjective"
"4170","ἁλίδρομος","adjective"
"nlsj903","Ἁλιέαι","proper"
"4172","ἁλιεία","noun"
"nlsj896","Ἁλίεια","proper"
"4174","ἁλιειδής","adjective"
"4177","ἁλιεργής","adjective"
"nlsj11539","ἁλιεργός","adjective"
"4178","ἁλιερκής","adjective"
"4180","ἁλίευμα","noun"
"4181","ἁλιεύς","adjective"
"4183","ἁλιευτικός","adjective"
"4184","ἁλιεύω","verb"
"4186","ἁλίζω","verb"
"nlsj899","Ἁλιζών","proper"
"4188","ἁλίζωνος","adjective"
"4189","ἁλίζωος","adjective"
"nlsj11209","ἁλίη","noun"
"nlsj894","Ἁλίη","proper"
"4191","ἁλιηγής","adjective"
"4193","ἁλιήρης","adjective"
"nlsj2131","Ἀλιθέρσης","proper"
"nlsj914","Ἁλιθέρσης","proper"
"4198","ἄλιθος","adjective"
"nlsj11214","ἁλικά","noun"
"nlsj907","Ἁλικαρνασσεύς","proper"
"4200","Ἁλικαρνασσός","proper"
"nlsj910","Ἁλικαρνησσεύς","proper"
"nlsj911","Ἁλικαρνησσός","proper"
"nlsj898","Ἁλίκη","proper"
"4201","ἁλικία","noun"
"4202","ἁλίκλυστος","adjective"
"4204","ἁλικνήμις","noun"
"nlsj11211","ἁλίκος","adjective"
"4207","ἁλικρήπις","noun"
"4209","ἁλίκτυπος","adjective"
"4214","ἀλίμενος","adjective"
"4215","ἀλιμενότης","noun"
"nlsj912","Ἁλιμήδη","proper"
"4220","ἄλιμος","adjective"
"4219","ἅλιμος","adjective"
"4221","ἁλιμυρήεις","adjective"
"4222","ἁλιμυρής","adjective"
"4225","ἀλινδέω","verb"
"4226","ἀλινδήθρα","noun"
"4232","ἅλινος","adjective"
"4235","ἅλιος","adjective"
"nlsj781","Ἅλιος","proper"
"4238","ἁλιοτρεφής","adjective"
"nlsj913","Ἁλιοῦσσα","proper"
"4240","ἁλιόω","verb"
"nlsj15822","ἀλιπαρής","adjective"
"4243","ἁλίπαστος","adjective"
"4244","ἁλίπεδον","noun"
"4245","ἀλιπής","adjective"
"4246","ἁλίπλαγκτος","adjective"
"4247","ἁλιπλανής","adjective"
"4249","ἁλίπλανος","adjective"
"4251","ἁλίπληκτος","adjective"
"4253","ἁλίπλοος","adjective"
"4255","ἁλιπόρος","adjective"
"4256","ἁλιπόρφυρος","adjective"
"4258","ἁλιπτοίητος","adjective"
"nlsj915","Ἁλιρρόθιος","proper"
"4265","ἁλίρροθος","adjective"
"4266","ἁλίρροιζος","adjective"
"4267","ἁλίρρυτος","adjective"
"nlsj11486","ἁλίς","noun"
"4268","ἅλις","adverb"
"nlsj779","Ἅλις","proper"
"4271","ἀλισγέω","verb"
"4272","ἀλίσγημα","noun"
"4274","ἁλίσκομαι","verb"
"4276","ἁλισμάραγος","adjective"
"4277","ἁλίσμηκτος","adjective"
"4279","ἁλιστέφανος","adjective"
"4280","ἁλιστεφής","adjective"
"4282","ἁλίστονος","adjective"
"4283","ἄλιστος","adjective"
"4284","ἁλιστός","adjective"
"nlsj916","Ἁλιταίη","proper"
"4288","ἀλιταίνω","verb"
"4290","ἁλιτενής","adjective"
"4295","ἀλιτήμων","adjective"
"4296","ἀλιτήριος","adjective"
"4297","ἀλιτηριώδης","adjective"
"4303","ἀλιτόξενος","adjective"
"4307","ἁλιτρεφής","adjective"
"4309","ἀλιτρία","noun"
"4310","ἀλιτρόβιος","adjective"
"4312","ἀλιτρός","adjective"
"4314","ἁλίτροφος","adjective"
"4316","ἁλίτρυτος","adjective"
"4317","ἁλίτυπος","adjective"
"4318","ἁλίτυρος","noun"
"nlsj2128","Ἀλίφηρα","proper"
"nlsj2129","Ἀλίφηρος","proper"
"nlsj897","Ἁλίφηρος","proper"
"4327","ἁλίχλαινος","adjective"
"4329","ἀλκάζω","verb"
"nlsj2134","Ἀλκάθοος","proper"
"nlsj2135","Ἄλκαθος","proper"
"4330","ἀλκαία","noun"
"nlsj2136","Ἀλκαίνετος","proper"
"nlsj15845","ἀλκαῖον","noun"
"4332","ἀλκαῖος","adjective"
"nlsj2137","Ἀλκαῖος","proper"
"nlsj2139","Ἀλκαμένης","proper"
"nlsj2133","Ἀλκάνδρη","proper"
"nlsj1446","Ἄλκανδρος","proper"
"4333","ἄλκαρ","noun"
"nlsj15846","ἄλκασμα","noun"
"nlsj2141","Ἀλκείδης","proper"
"nlsj2140","Ἀλκέτης","proper"
"nlsj1447","Ἄλκετος","proper"
"4335","ἀλκή","noun"
"nlsj2132","Ἀλκή","proper"
"nlsj12432","ἄλκη","noun"
"4337","ἀλκήεις","adjective"
"nlsj2142","Ἀλκήνωρ","proper"
"nlsj1445","Ἄλκης","proper"
"4338","ἀλκηστής","noun"
"nlsj1448","Ἄλκηστις","proper"
"4339","ἀλκί","adjective"
"4341","ἀλκιβιάδες","noun"
"nlsj2152","Ἀλκιβιάδης","proper"
"nlsj2153","Ἀλκιδάμας","proper"
"nlsj2154","Ἀλκιδαμίδης","proper"
"nlsj2145","Ἀλκίδης","proper"
"nlsj2155","Ἀλκιδίκη","proper"
"nlsj2156","Ἀλκιδόκος","proper"
"nlsj2144","Ἀλκίης","proper"
"4343","ἀλκίμαχος","adjective"
"nlsj2147","Ἀλκίμαχος","proper"
"nlsj2157","Ἀλκιμέδη","proper"
"nlsj2148","Ἀλκιμέδων","proper"
"nlsj2158","Ἀλκιμένης","proper"
"nlsj2159","Ἀλκιμίδης","proper"
"4345","ἄλκιμος","adjective"
"nlsj1450","Ἄλκιμος","proper"
"nlsj2160","Ἀλκινάδας","proper"
"nlsj2150","Ἀλκινόη","proper"
"nlsj2149","Ἀλκίνοος","proper"
"nlsj2151","Ἀλκίππη","proper"
"nlsj1449","Ἄλκις","proper"
"nlsj2161","Ἀλκισθένης","proper"
"4346","ἀλκίφρων","adjective"
"nlsj2146","Ἀλκίφρων","proper"
"nlsj2164","Ἀλκμαίων","proper"
"nlsj2166","Ἀλκμαιωνίδαι","proper"
"nlsj2165","Ἀλκμαιωνίς","proper"
"nlsj2162","Ἀλκμάν","proper"
"4348","Ἀλκμανικός","adjective"
"nlsj2163","Ἀλκμάων","proper"
"nlsj2168","Ἀλκμέων","proper"
"nlsj2169","Ἀλκμήνη","proper"
"nlsj2170","Ἀλκμήνωρ","proper"
"4350","ἀλκτήρ","noun"
"4352","ἀλκτήριον","noun"
"nlsj2173","Ἀλκυονεύς","proper"
"nlsj2171","Ἀλκυόνη","proper"
"nlsj11596","ἀλκυονίδες","noun"
"nlsj2172","Ἀλκυόνιος","proper"
"4355","ἀλκυονίς","noun"
"4356","ἀλκυών","noun"
"nlsj1452","Ἄλκων","proper"
"4357","ἀλλά","adverb"
"nlsj15860","ἀλλάβης","noun"
"4359","ἀλλαγή","adjective"
"4360","ἄλλαγμα","noun"
"4364","ἀλλακτέον","adjective"
"4365","ἀλλακτικός","adjective"
"4371","ἀλλαντοποιός","noun"
"4372","ἀλλαντοπωλέω","verb"
"4373","ἀλλαντοπώλης","noun"
"4377","ἀλλᾶς","noun"
"4378","ἀλλάσσω","verb"
"4380","ἀλλαχῆ","adverb"
"4382","ἀλλαχόθεν","adverb"
"4383","ἀλλαχόθι","adverb"
"4384","ἀλλαχόσε","adverb"
"nlsj15886","ἀλλεπάλληλος","adjective"
"4388","ἄλλῃ","adverb"
"4391","ἀλληγορέω","verb"
"4392","ἀλληγορία","noun"
"4393","ἀλληγορικός","adjective"
"4395","ἄλληκτος","adjective"
"4407","ἀλληλοκτονέω","verb"
"4408","ἀλληλοκτονία","noun"
"4409","ἀλληλοκτόνος","adjective"
"4417","ἀλληλουχία","noun"
"4419","ἀλληλοφαγέω","verb"
"4420","ἀλληλοφαγία","noun"
"nlsj15898","ἀλληλοφάγος","adjective"
"4423","ἀλληλοφθορία","noun"
"4427","ἀλληλοφονία","noun"
"4428","ἀλληλοφόνοι","adjective"
"4429","ἀλληλοφυής","adjective"
"4430","ἀλλήλων","pronoun"
"4439","ἀλλογενής","adverb"
"4440","ἀλλογλωσσία","noun"
"4441","ἀλλόγλωσσος","adjective"
"4442","ἀλλογνοέω","verb"
"4445","ἀλλόγνωτος","adjective"
"4446","ἀλλοδαπός","adjective"
"4447","ἀλλοδημία","noun"
"4449","ἀλλοδοξέω","verb"
"4450","ἀλλοδοξία","adjective"
"4452","ἀλλοεθνής","adjective"
"4453","ἀλλοεθνία","noun"
"4454","ἀλλοειδής","adverb"
"4455","ἄλλοθεν","adverb"
"4456","ἄλλοθι","adverb"
"4457","ἀλλόθροος","adjective"
"4458","ἀλλοινία","noun"
"4460","ἀλλοιόμορφος","adjective"
"4462","ἀλλοῖος","adjective"
"4464","ἀλλοιοσχήμων","adjective"
"4465","ἀλλοιότης","adjective"
"4470","ἀλλοιόω","verb"
"4471","ἀλλοιώδης","adjective"
"4472","ἀλλοίωμα","noun"
"4474","ἀλλοίωσις","noun"
"4475","ἀλλοιωτικός","adjective"
"4476","ἀλλοιωτός","adjective"
"4478","ἀλλόκοτος","adjective"
"4479","ἅλλομαι","verb"
"4486","ἀλλοπίας","noun"
"4489","ἀλλοπρόσαλλος","noun"
"4490","ἄλλος","adjective"
"4492","ἄλλοσε","adverb"
"4493","ἄλλοτε","adverb"
"4497","ἀλλοτριάζω","verb"
"4500","ἀλλοτριολογέω","verb"
"4503","ἀλλοτριονομέω","verb"
"4504","ἀλλοτριοπραγέω","verb"
"4505","ἀλλοτριοπραγία","noun"
"4507","ἀλλοτριοπραγμοσύνη","noun"
"4509","ἀλλότριος","adjective"
"4510","ἀλλοτριότης","noun"
"4513","ἀλλοτριοφάγος","adjective"
"4514","ἀλλοτριοφρονέω","verb"
"4516","ἀλλοτριόχωρος","adjective"
"4517","ἀλλοτριόω","verb"
"4518","ἀλλοτρίωσις","noun"
"4522","ἀλλοφανής","adjective"
"4524","ἀλλοφάσσω","verb"
"4527","ἄλλοφος","adjective"
"4529","ἀλλοφρονέω","verb"
"4532","ἀλλοφυής","adjective"
"4533","ἀλλοφυλέω","verb"
"4534","ἀλλοφυλία","noun"
"4535","ἀλλοφυλισμός","noun"
"4536","ἀλλόφυλος","adjective"
"4537","ἀλλοφωνία","noun"
"4538","ἀλλόφωνος","adjective"
"4541","ἀλλόχροος","adjective"
"4542","ἄλλυδις","adverb"
"4546","ἄλλυτος","adjective"
"4548","ἄλλως","adverb"
"4550","ἄλμα","noun"
"4549","ἅλμα","noun"
"4551","ἁλμαία","noun"
"4553","ἁλμάς","noun"
"4557","ἁλμάω","verb"
"4562","ἅλμη","noun"
"4563","ἁλμήεις","adjective"
"4564","ἅλμια","noun"
"4567","ἁλμοπότις","noun"
"nlsj1453","Ἄλμος","proper"
"4569","ἁλμυρίζω","verb"
"4570","ἁλμυρίς","noun"
"4572","ἁλμυρός","adjective"
"4573","ἁλμυρότης","noun"
"4575","ἁλμυρώδης","adjective"
"nlsj11616","ἀλμώδης","adjective"
"nlsj1454","Ἀλμώνης","proper"
"nlsj2177","Ἀλμώπιος","proper"
"nlsj1455","Ἄλμωψ","proper"
"nlsj2085","Ἀλξίων","proper"
"4577","ἀλοατός","noun"
"4578","ἀλοάω","verb"
"4579","ἄλοβος","adjective"
"4582","ἀλογέω","verb"
"4583","ἀλόγημα","noun"
"4587","ἀλογία","noun"
"4588","ἀλογίζομαι","verb"
"4591","ἀλογιστέω","verb"
"4592","ἀλογιστί","adverb"
"4593","ἀλογιστία","noun"
"4594","ἀλόγιστος","adjective"
"4602","ἄλογος","adjective"
"4604","ἄλογχος","adjective"
"4607","ἀλόη","noun"
"4612","ἀλοητής","noun"
"4613","ἀλοητός","noun"
"4615","ἁλόθεν","adverb"
"4618","ἀλοιδόρητος","adjective"
"4620","ἀλοιητήρ","noun"
"4625","ἀλοίτης","noun"
"nlsj2181","Ἀλοῖτις","proper"
"nlsj16035","ἀλοιτός","noun"
"4627","ἀλοιφάω","verb"
"4629","ἀλοιφή","noun"
"4631","ἀλοκίζω","verb"
"nlsj917","Ἁλοκράτης","proper"
"4632","ἄλοξ","noun"
"nlsj2179","Ἀλόπη","proper"
"4634","ἁλοπήγιον","noun"
"nlsj2180","Ἀλόπιος","proper"
"4637","ἄλοπος","adjective"
"nlsj1436","Ἄλος","proper"
"4645","Ἁλοσύδνη","proper"
"4651","ἁλουργής","adjective"
"4652","ἁλουργία","noun"
"4655","ἁλουργίς","noun"
"4659","ἀλουσία","noun"
"4660","ἀλουτέω","verb"
"4663","ἄλουτος","adjective"
"4666","ἀλόχευτος","adjective"
"4667","ἄλοχος","adjective"
"4668","ἀλόω","verb"
"nlsj2182","Ἀλπίον","proper"
"nlsj1440","Ἄλπις","proper"
"4669","ἄλπνιστος","adjective"
"4670","ἅλς","adjective"
"4677","ἄλσις","noun"
"4676","ἅλσις","noun"
"4683","ἄλσος","noun"
"4684","ἀλσώδης","adjective"
"nlsj11639","ἁλτήρ","noun"
"nlsj1457","Ἄλτης","proper"
"4691","ἁλτικός","adjective"
"4692","Ἄλτις","proper"
"nlsj2188","Ἀλυάττης","proper"
"nlsj2189","Ἄλυβας","proper"
"nlsj2190","Ἀλύβη","proper"
"nlsj2192","Ἀλυζεύς","proper"
"4696","ἀλύκη","adjective"
"4697","ἁλυκίς","noun"
"4698","ἁλυκός","adjective"
"nlsj784","Ἅλυκος","proper"
"4700","ἁλυκότης","noun"
"4702","ἀλυκτάζω","verb"
"4704","ἀλυκτοπέδαι","noun"
"4708","ἁλυκώδης","adjective"
"4709","ἀλύμαντος","adjective"
"4710","ἄλυξις","noun"
"4711","ἀλυπέω","verb"
"4712","ἀλύπητος","adjective"
"4713","ἀλυπία","noun"
"nlsj2191","Ἀλύπιος","proper"
"nlsj12473","ἄλυπον","noun"
"4715","ἄλυπος","adjective"
"nlsj1459","Ἄλυπος","proper"
"4716","ἄλυρος","adjective"
"4717","ἄλυς","noun"
"nlsj783","Ἅλυς","proper"
"4723","ἁλυσιδωτός","adjective"
"4726","ἄλυσις","noun"
"4725","ἅλυσις","noun"
"4727","ἀλυσιτέλεια","noun"
"4728","ἀλυσιτελής","adverb"
"4729","ἀλυσκάζω","verb"
"nlsj12470","ἀλύσκω","verb"
"4730","ἀλυσμός","noun"
"4733","ἄλυσσον","noun"
"nlsj1460","Ἄλυσσος","proper"
"4735","ἀλύσσω","verb"
"4742","ἀλυτάρχης","noun"
"4745","ἀλύτης","noun"
"4748","ἄλυτος","adjective"
"4752","ἄλυχνος","adjective"
"4753","ἀλύω","verb"
"4754","ἄλφα","noun"
"4758","ἀλφάνω","verb"
"nlsj2119","Ἀλφειός","proper"
"nlsj2120","Ἀλφεός","proper"
"nlsj2121","Ἀλφεσίβοια","proper"
"4760","ἀλφεσίβοιος","adjective"
"4761","ἀλφή","noun"
"4763","ἀλφηστής","noun"
"4764","ἀλφηστικός","noun"
"nlsj1441","Ἄλφιος","proper"
"4768","ἀλφιταμοιβός","noun"
"4778","ἄλφιτον","noun"
"4780","ἀλφιτοποιία","noun"
"4782","ἀλφιτοπώλης","noun"
"4785","ἀλφιτοσιτέω","verb"
"4787","ἀλφιτοφάγος","adjective"
"4793","ἀλφός","noun"
"4798","ἁλώδης","adjective"
"nlsj11666","ἀλωεύς","noun"
"nlsj2194","Ἀλωεύς","proper"
"4799","ἀλωή","noun"
"4801","ἁλώιος","adjective"
"4805","ἅλων","noun"
"4807","ἁλωνεύομαι","verb"
"4810","ἁλωνία","noun"
"4815","ἁλωνοτριβέω","verb"
"4819","ἀλωπέκειος","adjective"
"nlsj2195","Ἀλωπεκῆθεν","adverb"
"4821","ἀλωπεκία","noun"
"4824","ἀλωπεκιδεύς","noun"
"4825","ἀλωπεκίζω","verb"
"4826","ἀλωπέκιον","noun"
"4827","ἀλωπεκίς","noun"
"nlsj2193","Ἀλώπεκος","proper"
"4832","ἀλώπηξ","adjective"
"4835","ἅλως","noun"
"4836","ἁλώσιμος","adjective"
"4837","ἅλωσις","noun"
"4840","Ἁλώτια","proper"
"4841","ἁλωτός","adjective"
"4842","ἀλώφητος","adjective"
"4845","ἅμα","adverb"
"nlsj2196","Ἀμάδοκος","proper"
"4850","Ἁμαδρυάδες","proper"
"nlsj2209","Ἀμαζονίδες","proper"
"nlsj2210","Ἀμαζονικός","adjective"
"nlsj2207","Ἀμαζόνιος","proper"
"nlsj2208","Ἀμαζονίς","proper"
"4854","Ἀμαζών","proper"
"4855","ἀμαθαίνω","verb"
"nlsj2198","Ἀμάθεια","proper"
"4858","ἀμαθής","adjective"
"nlsj1463","Ἀμάθης","proper"
"4860","ἀμαθία","noun"
"4861","ἀμαθῖτις","noun"
"nlsj12482","ἄμαθος","adjective"
"4862","ἀμαθύνω","verb"
"4863","ἀμαθώδης","adjective"
"4864","ἀμαίευτος","adjective"
"4865","ἀμαιμάκετος","adjective"
"4871","ἀμαλακιστία","noun"
"4872","ἀμάλακτος","adjective"
"4873","ἀμαλάπτω","verb"
"4875","ἀμαλδύνω","verb"
"4876","ἀμάλη","adjective"
"4877","ἀμαλητόμος","adjective"
"4878","ἀμάλθακτος","adjective"
"nlsj2197","Ἀμαλθεία","proper"
"nlsj2201","Ἀμαλθίη","proper"
"4884","ἄμαλλα","adjective"
"4888","ἀμαλλοδετήρ","noun"
"4889","ἀμαλλοδέτης","noun"
"nlsj16113","ἀμαλλοτόκος","adjective"
"4893","ἀμαλλοφόρος","adjective"
"4897","ἀμαλός","adverb"
"4901","ἁμάμαξυς","adjective"
"4902","ἁμαμηλίς","noun"
"nlsj1462","Ἄμανος","proper"
"4905","ἀμάντευτος","adjective"
"4906","ἄμαξα","noun"
"nlsj1461","Ἄμαξα","proper"
"4908","ἁμαξαῖος","adjective"
"4912","ἁμαξεύς","noun"
"4913","ἁμαξεύω","verb"
"4918","ἁμαξήλατος","adjective"
"4920","ἁμαξήρης","adjective"
"4921","ἁμαξιαῖος","adjective"
"4923","ἁμάξιον","noun"
"4924","ἁμαξίς","noun"
"4925","ἁμαξίτης","adjective"
"4927","ἁμαξιτός","adjective"
"nlsj923","Ἁμάξιτος","proper"
"4930","ἁμάξοικος","adjective"
"4931","ἁμαξοκυλιστής","noun"
"4934","ἁμαξοπηγός","adjective"
"4935","ἁμαξοπληθής","adjective"
"4940","ἁμαξουργός","adjective"
"4943","ἀμάρα","noun"
"4945","ἀμάρακον","noun"
"4947","ἀμαράντινος","adjective"
"4948","ἀμάραντος","adjective"
"nlsj2199","Ἀμάραντος","proper"
"4954","ἀμαρήιος","adjective"
"4958","ἁμαρτάνω","verb"
"4959","ἁμαρτάς","noun"
"4961","ἁμαρτῆ","adverb"
"4962","ἁμάρτημα","noun"
"4964","ἁμαρτητικός","adjective"
"4965","ἁμαρτία","noun"
"4966","ἁμαρτίγαμος","adjective"
"4967","ἁμαρτίνοος","adjective"
"4969","ἁμαρτοεπής","adjective"
"4970","ἁμαρτολόγος","adjective"
"4971","ἀμαρτύρητος","adjective"
"4972","ἀμάρτυρος","adjective"
"4974","ἁμαρτωλή","noun"
"4975","ἁμαρτωλία","noun"
"4976","ἁμαρτωλός","adjective"
"4977","ἀμαρυγή","adjective"
"nlsj2204","Ἀμαρυγκεΐδης","proper"
"nlsj2203","Ἀμαρυγκεύς","proper"
"4979","ἀμάρυγμα","noun"
"nlsj2200","Ἀμάρυνθος","proper"
"nlsj2205","Ἀμαρυσίη","proper"
"4981","ἀμαρύσσω","verb"
"4983","ἀμάσητος","adjective"
"nlsj1464","Ἄμασις","proper"
"4984","ἀμαστίγωτος","adjective"
"4990","ἀματαιότης","noun"
"4993","ἁματροχιά","noun"
"4997","ἀμαυρόβιος","adjective"
"4998","ἀμαυρός","adjective"
"4999","ἀμαυρότης","noun"
"5001","ἀμαυρόω","verb"
"5002","ἀμαύρωμα","noun"
"5003","ἀμαύρωσις","noun"
"5005","ἀμαχεί","adverb"
"5006","ἀμάχετος","adjective"
"5007","ἀμαχητί","adverb"
"5008","ἀμάχητος","adjective"
"5009","ἄμαχος","adjective"
"5011","ἀμάω","verb"
"nlsj12488","ἄμβασις","noun"
"nlsj16136","ἀμβάτης","noun"
"5020","ἄμβη","noun"
"nlsj12491","ἄμβικος","noun"
"5023","ἀμβλήδην","adverb"
"5024","ἀμβλίσκω","verb"
"5026","ἀμβλυγώνιος","adjective"
"5032","ἀμβλυντικός","adjective"
"5033","ἀμβλύνω","verb"
"5036","ἀμβλύς","adjective"
"5040","ἀμβλύτης","noun"
"5043","ἀμβλυωγμός","noun"
"5044","ἀμβλυωπέω","verb"
"5046","ἀμβλυωπία","noun"
