"lemmaID","lemma","POS"
"nlsj11324","ἆ","interjection"
"nlsj13266","ἀᾶ","interjection"
"6","ἀάατος","adjective"
"8","ἀαγής","adjective"
"10","ἀάζω","verb"
"18","ἄαπτος","adjective"
"28","ἄατος","adjective"
"31","ἀάω","verb"
"34","ἀβαθής","adjective"
"nlsj1371","Ἄβαι","proper"
"nlsj1372","Ἀβαῖος","proper"
"nlsj1805","Ἀβακαίνη","proper"
"37","ἀβακέω","verb"
"42","ἀβάκιον","noun"
"43","ἀβακίσκος","noun"
"47","ἀβάκχευτος","adjective"
"50","ἀβαμβάκευτος","adjective"
"nlsj1808","Ἀβαντιάδης","proper"
"nlsj1806","Ἀβαντίδης","proper"
"nlsj1807","Ἀβαντίς","proper"
"51","ἄβαξ","noun"
"52","ἀβάπτιστος","adjective"
"nlsj1809","Ἀβαρβαρέη","proper"
"55","ἀβαρής","adverb"
"nlsj1373","Ἄβαρις","proper"
"nlsj1374","Ἄβαρτος","proper"
"nlsj1370","Ἄβας","proper"
"nlsj1375","Ἄβασα","proper"
"57","ἀβασάνιστος","adjective"
"58","ἀβασίλευτος","adjective"
"60","ἀβάσκανος","adjective"
"62","ἀβάστακτος","adjective"
"nlsj12033","ἄβατον","noun"
"64","ἀβατόομαι","verb"
"65","ἄβατος","adjective"
"nlsj11327","ἀβάω","verb"
"nlsj1810","Ἀββᾶ","proper"
"nlsj1376","Ἄβδηρα","proper"
"nlsj1811","Ἀβδηρίη","proper"
"69","Ἀβδηρίτης","proper"
"nlsj1813","Ἀβδηριτικός","adjective"
"nlsj1377","Ἄβδηρος","proper"
"70","ἄβδης","noun"
"71","ἀβέβαιος","adjective"
"72","ἀβεβαιότης","noun"
"73","ἀβέβηλος","adjective"
"78","ἀβελτερία","noun"
"79","ἀβελτεροκόκκυξ","noun"
"80","ἀβέλτερος","adjective"
"85","ἀβίαστος","adjective"
"nlsj1815","Ἀβίη","proper"
"90","ἄβιος","adjective"
"92","ἀβίοτος","adjective"
"95","ἀβίωτος","adjective"
"96","ἀβλάβεια","noun"
"97","ἀβλαβής","adjective"
"nlsj13311","ἀβλαστής","adjective"
"105","ἄβλαυτος","adjective"
"106","ἀβλεμής","adjective"
"107","ἀβλεννής","adjective"
"108","ἀβλεπτέω","verb"
"110","ἀβλέπτημα","noun"
"113","ἀβλεψία","noun"
"nlsj1380","Ἄβληρος","proper"
"115","ἀβλής","noun"
"117","ἄβλητος","adjective"
"120","ἀβληχρός","adjective"
"124","ἀβοηθησία","noun"
"125","ἀβοήθητος","adjective"
"127","ἀβοητί","adverb"
"130","ἀβολέω","verb"
"134","ἄβολος","adjective"
"nlsj13338","ἀβουκόλητος","adjective"
"nlsj1817","Ἀβουλεύτης","proper"
"144","ἀβούλευτος","adjective"
"145","ἀβουλέω","verb"
"146","ἀβούλητος","adjective"
"147","ἀβουλία","noun"
"nlsj1818","Ἀβουλίτης","proper"
"148","ἄβουλος","adjective"
"150","ἀβούτης","noun"
"152","ἅβρα","noun"
"nlsj1819","Ἀβραδάτας","proper"
"nlsj12045","ἄβραμις","noun"
"158","ἄβρεκτος","adjective"
"nlsj1820","Ἀβρεττηνός","proper"
"161","ἀβριθής","adjective"
"164","ἁβροβάτης","noun"
"165","ἁβρόβιος","adjective"
"167","ἁβρόγοος","adjective"
"170","ἁβροδίαιτος","adjective"
"nlsj1821","Ἀβροκόμης","proper"
"173","ἁβροκόμης","noun"
"nlsj11339","ἁβρόκομος","adjective"
"177","ἄβρομος","adjective"
"180","ἁβροπενθής","adjective"
"182","ἁβρόπηνος","adjective"
"184","ἁβρός","adjective"
"189","ἀβροτάζω","verb"
"190","ἁβρότης","noun"
"191","ἁβρότιμος","adjective"
"196","ἄβροτος","adjective"
"nlsj1822","Ἀβρούπολις","proper"
"199","ἀβροχία","noun"
"203","ἁβροχίτων","noun"
"202","ἄβροχος","adjective"
"204","ἅβρυνα","adjective"
"206","ἁβρύνω","verb"
"209","ἄβρωμος","adjective"
"nlsj1823","Ἀβρώνιχος","proper"
"nlsj885","Ἁβρώνιχος","proper"
"nlsj1824","Ἀβρώτη","proper"
"213","ἄβρωτος","adjective"
"nlsj1825","Ἀβυδηνός","proper"
"nlsj1826","Ἀβυδόθεν","adverb"
"nlsj1827","Ἀβυδόθι","adverb"
"214","Ἄβυδος","proper"
"219","ἀβυρτάκη","noun"
"220","ἀβυρτακοποιός","adjective"
"222","ἄβυσσος","adjective"
"233","ἀγάζω","verb"
"nlsj1917","Ἀγαθάγητος","proper"
"nlsj1918","Ἀγαθαρχίδης","proper"
"nlsj1899","Ἀγάθαρχος","proper"
"nlsj1921","Ἀγάθινος","proper"
"239","ἀγαθίς","adjective"
"243","ἀγαθοδαιμονισταί","noun"
"248","ἀγαθοειδής","adverb"
"250","ἀγαθοεργέω","verb"
"251","ἀγαθοεργία","noun"
"252","ἀγαθοεργός","adjective"
"nlsj1923","Ἀγάθοκλεης","proper"
"nlsj1922","Ἀγαθόκλεια","proper"
"256","ἀγαθοποιέω","verb"
"258","ἀγαθοποιία","noun"
"259","ἀγαθοποιός","adjective"
"260","ἀγαθός","adjective"
"263","ἀγαθότης","adjective"
"268","ἀγαθόφρων","adjective"
"269","ἀγαθόω","verb"
"nlsj1900","Ἀγάθυλλος","proper"
"271","ἀγαθύνω","verb"
"nlsj1901","Ἀγάθυρσος","proper"
"nlsj1902","Ἀγάθων","proper"
"273","ἀγαθωσύνη","noun"
"274","ἀγαίομαι","verb"
"nlsj1399","Ἄγαιος","proper"
"277","ἀγακλεής","adjective"
"278","ἀγακλειτός","adjective"
"nlsj1904","Ἀγακλεύς","proper"
"280","ἀγακλυτός","adjective"
"nlsj14300","ἀγακτίμενος","adjective"
"283","ἀγάλακτος","adjective"
"285","ἀγαλλίαμα","noun"
"286","ἀγαλλίασις","noun"
"287","ἀγαλλιάω","verb"
"291","ἀγαλλίς","noun"
"nlsj1905","Ἀγαλλίς","proper"
"292","ἀγάλλω","verb"
"293","ἄγαλμα","noun"
"294","ἀγαλματίας","noun"
"295","ἀγαλμάτιον","noun"
"298","ἀγαλματοποιέω","verb"
"nlsj14315","ἀγαλματοποιία","noun"
"302","ἀγαλματοποιός","noun"
"305","ἀγαλματουργός","adjective"
"306","ἀγαλματοφορέω","verb"
"309","ἀγαλματόω","verb"
"316","ἄγαμαι","verb"
"nlsj1906","Ἀγαμεμνόνεος","proper"
"nlsj1908","Ἀγαμεμνονίδης","proper"
"317","Ἀγαμέμνων","proper"
"319","ἀγαμένως","adverb"
"320","ἀγάμετος","adjective"
"nlsj1910","Ἀγαμήδη","proper"
"nlsj1909","Ἀγαμήδης","proper"
"nlsj1912","Ἀγαμηδίδης","proper"
"nlsj1911","Ἀγαμήτωρ","proper"
"321","ἀγαμία","noun"
"323","ἄγαμος","adjective"
"324","ἄγαν","adverb"
"326","ἀγανακτέω","verb"
"327","ἀγανάκτησις","noun"
"328","ἀγανακτητέον","adjective"
"329","ἀγανακτητικός","adjective"
"330","ἀγανακτητός","adjective"
"nlsj1913","Ἀγανίππη","proper"
"334","ἀγάννιφος","adjective"
"335","ἀγανοβλέφαρος","adjective"
"338","ἀγανός","adjective"
"340","ἀγανοφροσύνη","noun"
"341","ἀγανόφρων","adjective"
"344","ἀγάομαι","verb"
"345","ἀγαπάζω","verb"
"346","ἀγαπάω","verb"
"347","ἀγάπη","noun"
"348","ἀγάπημα","noun"
"349","ἀγαπήνωρ","noun"
"nlsj1914","Ἀγαπήνωρ","proper"
"350","ἀγάπησις","noun"
"352","ἀγαπητέος","adjective"
"353","ἀγαπητικός","adjective"
"354","ἀγαπητός","adjective"
"nlsj1915","Ἀγαπητός","proper"
"nlsj1898","Ἀγάπιος","proper"
"nlsj1916","Ἀγαπτόλεμος","proper"
"355","ἀγαπώντως","adverb"
"nlsj1927","Ἀγαρίστη","proper"
"359","ἀγάρροος","adjective"
"361","ἀγασθενής","adjective"
"nlsj1932","Ἀγασθένης","proper"
"nlsj1928","Ἀγασίας","proper"
"nlsj1929","Ἀγασικλέης","proper"
"nlsj1930","Ἀγασιμένης","proper"
"nlsj1931","Ἀγασισθένης","proper"
"364","ἀγάστονος","adjective"
"365","ἀγαστός","adjective"
"nlsj1903","Ἀγάστροφος","proper"
"366","ἀγάστωρ","noun"
"368","ἀγάσυρτος","noun"
"nlsj1934","Ἀγαυή","proper"
"nlsj1933","Ἀγαύη","proper"
"370","ἀγαυός","adjective"
"nlsj1935","Ἀγαυός","proper"
"371","ἀγαυρίαμα","noun"
"372","ἀγαυριάομαι","verb"
"374","ἀγαυρός","adjective"
"375","ἀγάφθεγκτος","adjective"
"376","ἀγάω","verb"
"nlsj1936","Ἄγβαλος","proper"
"nlsj1937","Ἀγβάτανα","proper"
"378","ἀγγαρεία","noun"
"380","ἀγγαρεύω","verb"
"nlsj14433","ἀγγαρήιον","noun"
"382","ἄγγαρος","noun"
"387","ἀγγεῖον","noun"
"389","ἀγγειώδης","adjective"
"390","ἀγγελία","noun"
"392","ἀγγελιαφόρος","adjective"
"393","ἀγγελικός","adjective"
"nlsj1947","Ἀγγελίων","proper"
"394","ἀγγελιώτης","noun"
"395","ἀγγέλλω","verb"
"396","ἄγγελμα","noun"
"397","ἄγγελος","noun"
"nlsj1402","Ἄγγελος","proper"
"nlsj1948","Ἀγγίτης","proper"
"401","ἀγγοθήκη","noun"
"403","ἄγγος","noun"
"nlsj1403","Ἄγγρος","proper"
"407","ἄγδην","adverb"
"nlsj1400","Ἄγδιστις","proper"
"408","ἄγε","adverb"
"414","ἀγείρω","verb"
"417","ἀγείτων","adjective"
"nlsj1946","Ἀγελάδης","proper"
"418","ἀγελάζομαι","verb"
"419","ἀγελαιοκομικός","adjective"
"420","ἀγελαῖος","adjective"
"421","ἀγελαιοτροφία","noun"
"422","ἀγελαιοτροφικός","adjective"
"nlsj1939","Ἀγέλαος","proper"
"426","ἀγελαρχέω","verb"
"427","ἀγελάρχης","noun"
"431","ἀγελαστί","adverb"
"433","ἀγέλαστος","adjective"
"nlsj1940","Ἀγέλαστος","proper"
"435","ἀγελείη","noun"
"nlsj1941","Ἀγέλεως","proper"
"436","ἀγέλη","noun"
"437","ἀγεληδόν","adverb"
"438","ἀγέληθεν","adverb"
"nlsj14409","ἀγεληίς","noun"
"440","ἀγεληκόμος","adjective"
"nlsj1938","Ἀγέλης","proper"
"447","ἀγέλοιος","adjective"
"nlsj1401","Ἄγελος","proper"
"nlsj1942","Ἀγέλοχος","proper"
"nlsj1943","Ἀγέμαχος","proper"
"451","ἀγενεαλόγητος","adjective"
"452","ἀγένεια","noun"
"453","ἀγένειος","adjective"
"454","ἀγενής","adverb"
"456","ἀγένητος","adjective"
"457","ἀγέννεια","noun"
"458","ἀγεννής","adverb"
"459","ἀγεννησία","noun"
"460","ἀγέννητος","adjective"
"463","ἁγέομαι","verb"
"464","ἀγέραστος","adjective"
"468","ἀγερμός","noun"
"469","ἀγερμοσύνη","noun"
"471","ἄγερσις","noun"
"474","ἀγερωχία","noun"
"475","ἀγέρωχος","adjective"
"478","ἀγέστρατος","noun"
"482","ἄγευστος","adjective"
"483","ἀγεωμέτρητος","adjective"
"485","ἀγεώργητος","adjective"
"488","ἀγή","noun"
"487","ἄγη","noun"
"nlsj11410","ἁγηλατέω","verb"
"493","ἀγήλατος","adjective"
"494","ἄγημα","noun"
"496","ἀγηνορέω","verb"
"497","ἀγηνορία","noun"
"nlsj1953","Ἀγηνορίδης","proper"
"498","ἀγήνωρ","noun"
"nlsj1949","Ἀγήνωρ","proper"
"501","ἀγήραος","adjective"
"503","ἀγήρατον","noun"
"nlsj1954","Ἀγησανδρίδας","proper"
"507","Ἀγήσανδρος","proper"
"nlsj1951","Ἀγήσαρχος","proper"
"nlsj1960","Ἀγησιάναξ","proper"
"nlsj1955","Ἀγησίας","proper"
"nlsj886","Ἁγησίης","proper"
"508","ἀγησίλαος","noun"
"nlsj1957","Ἀγησίλαος","proper"
"nlsj1958","Ἀγησίλης","proper"
"nlsj1959","Ἀγησίπολις","proper"
"nlsj1961","Ἀγησιππίδας","proper"
"509","ἀγησίχορος","adjective"
"nlsj11412","ἁγησίχορος","adjective"
"nlsj1405","Ἀγήτας","proper"
"510","ἀγητός","adjective"
"nlsj1404","Ἄγητος","proper"
"511","Ἀγήτωρ","proper"
"nlsj1962","Ἀγιάδης","proper"
"513","ἁγιάζω","verb"
"514","ἁγίασμα","noun"
"515","ἁγιασμός","adjective"
"516","ἁγιαστήριον","noun"
"517","ἁγιαστία","noun"
"520","ἁγίζω","verb"
"nlsj1406","Ἀγίης","proper"
"521","ἀγινέω","verb"
"524","ἅγιος","adjective"
"nlsj776","Ἅγιος","proper"
"525","ἁγιότης","noun"
"nlsj1398","Ἄγις","proper"
"527","ἁγιστεία","noun"
"529","ἁγιστεύω","verb"
"534","ἁγιωσύνη","noun"
"536","ἀγκάζομαι","verb"
"537","ἄγκαθεν","adverb"
"nlsj1963","Ἀγκαῖος","proper"
"538","ἀγκάλη","noun"
"542","ἀγκαλίζομαι","verb"
"545","ἀγκάλισμα","noun"
"549","ἀγκάς","adverb"
"552","ἀγκιστρεία","noun"
"553","ἀγκιστρευτικός","adjective"
"555","ἀγκίστριον","noun"
"557","ἀγκιστροειδής","adverb"
"558","ἄγκιστρον","noun"
"559","ἀγκιστρόομαι","verb"
"562","ἀγκιστρώδης","adjective"
"563","ἀγκιστρωτός","adjective"
"567","ἄγκοινα","noun"
"572","ἄγκος","noun"
"574","ἀγκτήρ","noun"
"577","ἀγκύλη","adjective"
"578","ἀγκυλητός","adjective"
"581","ἀγκύλιον","noun"
"582","ἀγκυλίς","noun"
"nlsj1965","Ἀγκυλίων","proper"
"587","ἀγκυλόδειρος","adjective"
"588","ἀγκυλόδους","noun"
"591","ἀγκυλόκυκλος","adjective"
"592","ἀγκυλόκωλος","adjective"
"594","ἀγκυλομήτης","adjective"
"596","ἀγκυλόπους","noun"
"597","ἀγκύλος","adjective"
"598","ἀγκυλότοξος","adjective"
"599","ἀγκυλοχείλης","noun"
"600","ἀγκυλοχήλης","noun"
"601","ἀγκυλόω","verb"
"605","ἄγκυρα","noun"
"nlsj1407","Ἄγκυρα","proper"
"606","ἀγκυρηβόλιον","noun"
"nlsj14511","ἀγκύρια","noun"
"607","ἀγκυρίζω","verb"
"608","ἀγκύριον","noun"
"613","ἀγκυροβολέω","verb"
"614","ἀγκυροβόλιον","noun"
"618","ἀγκυρουχία","noun"
"nlsj1964","Ἀγκύωρ","proper"
"621","ἀγκών","noun"
"626","ἀγκωνίσκος","noun"
"630","ἀγλαέθειρος","adjective"
"nlsj14552","ἀγλαία","noun"
"nlsj14548","ἀγλαίζω","verb"
"nlsj14549","ἀγλάισμα","noun"
"636","ἀγλαόγυιος","adjective"
"637","ἀγλαόδενδρος","adjective"
"638","ἀγλαόδωρος","adjective"
"641","ἀγλαόθρονος","adjective"
"643","ἀγλαόκαρπος","adjective"
"645","ἀγλαόκουρος","adjective"
"646","ἀγλαόκωμος","adjective"
"651","ἀγλαόμορφος","adjective"
"653","ἀγλαόπεπλος","adjective"
"657","ἀγλαός","adjective"
"nlsj1966","Ἀγλαός","proper"
"664","ἀγλαόφορτος","adjective"
"nlsj1969","Ἀγλαοφῶν","proper"
"666","ἀγλαοφῶτις","noun"
"nlsj1408","Ἄγλαυρος","proper"
"671","ἀγλαφύρως","adverb"
"672","ἀγλαώψ","noun"
"673","ἀγλευκής","adverb"
"678","ἄγλις","adjective"
"679","ἄγλισχρος","adjective"
"nlsj1970","Ἀγλώμαχος","proper"
"686","ἄγλωσσος","adjective"
"689","ἄγμα","noun"
"691","ἀγμός","noun"
"nlsj888","Ἁγναγόρη","proper"
"693","ἄγναμπτος","adjective"
"694","ἄγναπτος","adjective"
"nlsj1409","Ἄγναπτος","proper"
"695","ἄγναφος","adjective"
"696","ἁγνεία","noun"
"697","ἅγνευμα","noun"
"701","ἁγνεύω","verb"
"702","ἀγνέω","verb"
"703","ἁγνεών","noun"
"nlsj887","Ἁγνή","proper"
"705","ἁγνίζω","verb"
"nlsj889","Ἁγνίης","proper"
"706","ἄγνινος","adjective"
"707","ἅγνισμα","noun"
"708","ἁγνισμός","noun"
"709","ἁγνιστέος","adjective"
"nlsj1972","Ἀγνίτης","proper"
"713","ἁγνίτης","noun"
"nlsj890","Ἁγνόδωρος","proper"
"715","ἀγνοέω","verb"
"716","ἀγνόημα","noun"
"718","ἀγνόησις","noun"
"719","ἀγνοητέον","adjective"
"720","ἀγνοητικός","adjective"
"722","ἄγνοια","noun"
"728","ἁγνόρυτος","adjective"
"730","ἄγνος","noun"
"729","ἁγνός","adjective"
"734","ἁγνότης","noun"
"735","ἄγνυμι","verb"
"737","ἀγνύς","noun"
"nlsj891","Ἁγνώ","proper"
"738","ἀγνώδης","adjective"
"740","ἀγνωμονέω","verb"
"741","ἀγνωμοσύνη","noun"
"742","ἀγνώμων","adjective"
"nlsj777","Ἅγνων","proper"
"nlsj1973","Ἀγνωνίδης","proper"
"743","ἀγνώριστος","adjective"
"744","ἀγνώς","noun"
"745","ἀγνωσία","noun"
"746","ἀγνώσσω","verb"
"748","ἄγνωστος","adjective"
"749","ἀγνωτίδιον","noun"
"754","ἀγοήτευτος","adjective"
"756","ἀγόνατος","adjective"
"nlsj1975","Ἀγόνεος","proper"
"758","ἀγονία","noun"
"nlsj12232","ἄγονον","noun"
"759","ἄγονος","adjective"
"760","ἄγοος","adjective"
"761","ἀγορά","noun"
"762","ἀγοράζω","verb"
"763","ἀγοραῖος","adjective"
"nlsj1977","Ἀγοράκριτος","proper"
"764","ἀγορανομέω","verb"
"765","ἀγορανομία","noun"
"766","ἀγορανομικός","adjective"
"767","ἀγορανόμιον","noun"
"769","ἀγορανόμος","noun"
"770","ἀγοράομαι","verb"
"772","ἀγορασία","noun"
"773","ἀγόρασις","noun"
"774","ἀγόρασμα","noun"
"775","ἀγορασμός","noun"
"776","ἀγοραστής","noun"
"777","ἀγοραστικός","adjective"
"778","ἀγοραστός","adjective"
"nlsj1974","Ἀγόρατος","proper"
"783","ἀγόρευσις","noun"
"786","ἀγορεύω","verb"
"nlsj1976","Ἀγορή","proper"
"788","ἀγορῆθεν","adverb"
"790","ἀγορήνδε","adverb"
"791","ἀγορητής","noun"
"792","ἀγορητύς","noun"
"793","ἀγορῆφι","adverb"
"794","ἄγορος","noun"
"796","ἀγός","noun"
"797","ἄγος","noun"
"nlsj14633","ἀγοστέω","verb"
"800","ἀγοστός","noun"
"802","ἄγρα","noun"
"nlsj1410","Ἄγραι","proper"
"804","ἀγραῖος","adjective"
"nlsj1411","Ἄγραιος","proper"
"805","ἀγραμματία","noun"
"806","ἀγράμματος","adjective"
"809","ἄγραπτος","adjective"
"810","ἀγραυλέω","verb"
"812","ἀγραυλία","noun"
"813","ἄγραυλος","adjective"
"nlsj1413","Ἄγραυλος","proper"
"nlsj14637","ἀγράφιος","adjective"
"816","ἄγραφος","adjective"
"818","ἀγρεῖος","adjective"
"827","ἀγρέτης","noun"
"828","ἄγρευμα","noun"
"829","ἀγρεύς","noun"
"nlsj1978","Ἀγρεύς","proper"
"833","ἀγρευτήρ","noun"
"834","ἀγρευτής","noun"
"835","ἀγρευτικός","adjective"
"837","ἀγρευτός","adjective"
"838","ἀγρεύω","verb"
"839","ἀγρέω","verb"
"840","ἄγρηθεν","adverb"
"842","ἀγρία","noun"
"nlsj1982","Ἀγριάδες","proper"
"844","ἀγριαίνω","verb"
"nlsj1983","Ἀγριάν","proper"
"nlsj1984","Ἀγριάνης","proper"
"847","ἀγριάς","noun"
"849","ἀγριάω","verb"
"850","ἀγρίδιον","noun"
"851","ἀγριελαία","noun"
"853","ἀγριέλαιος","adjective"
"858","ἀγριμαῖος","adjective"
"864","ἀγριοδαίτης","noun"
"866","ἀγριόθυμος","adjective"
"882","ἀγριομυρίκη","adjective"
"888","ἀγριοποιός","adjective"
"892","ἄγριος","adjective"
"nlsj1414","Ἄγριος","proper"
"897","ἀγριότης","noun"
"898","ἀγριόφαγρος","noun"
"902","ἀγριόφωνος","adjective"
"905","ἀγριόω","verb"
"nlsj1981","Ἀγρίππας","proper"
"911","ἀγριώδης","adjective"
"nlsj1986","Ἀγριώνια","proper"
"913","ἀγριωπός","adjective"
"916","ἀγρογείτων","noun"
"919","ἀγρόθεν","adverb"
"923","ἀγροικία","noun"
"924","ἀγροικίζομαι","verb"
"925","ἀγροικικός","adjective"
"nlsj14708","ἀγροῖκος","adjective"
"927","ἄγροικος","adjective"
"930","ἀγροιώτης","noun"
"931","ἀγροκήπιον","noun"
"933","ἀγροκόμος","noun"
"nlsj1987","Ἀγρόλης","proper"
"937","ἀγρόνδε","adverb"
"nlsj14698","ἀγρόνομος","adjective"
"941","ἀγρός","noun"
"nlsj1988","Ἀγροτέρη","proper"
"943","ἀγρότερος","adjective"
"944","ἀγροτήρ","noun"
"945","ἀγρότης","noun"
"nlsj14725","ἀγρυξία","noun"
"950","ἀγρυπνέω","verb"
"951","ἀγρυπνητέον","adjective"
"954","ἀγρυπνητικός","adjective"
"955","ἀγρυπνία","noun"
"956","ἄγρυπνος","adjective"
"nlsj1415","Ἄγρων","proper"
"960","ἀγρώσσω","verb"
"963","ἄγρωστις","noun"
"nlsj12260","ἀγυιά","noun"
"970","ἀγυιᾶτις","noun"
"nlsj14740","ἀγυιεύς","noun"
"971","Ἀγυιεύς","proper"
"974","ἀγυιοπλαστέω","verb"
"nlsj1990","Ἀγύλλη","proper"
"976","ἀγυμνασία","noun"
"977","ἀγύμναστος","adjective"
"981","ἄγυρις","noun"
"nlsj1991","Ἀγύρριος","proper"
"985","ἀγυρτάζω","verb"
"988","ἀγυρτεύω","verb"
"990","ἀγύρτης","noun"
"991","ἀγυρτικός","adjective"
"996","ἀγχάζω","verb"
"998","ἄγχαυρος","adjective"
"nlsj14811","ἀγχέμαχητος","adjective"
"999","ἀγχέμαχος","adjective"
"nlsj1996","Ἀγχέσμιος","proper"
"nlsj1997","Ἀγχεσμός","proper"
"1002","ἄγχι","adjective"
"nlsj2000","Ἀγχιάλη","proper"
"1003","ἀγχίαλος","adjective"
"nlsj1998","Ἀγχίαλος","proper"
"1004","ἀγχιβαθής","adjective"
"1007","ἀγχιβάτης","noun"
"1010","ἀγχίγαμος","adjective"
"1011","ἀγχιγείτων","adjective"
"1012","ἀγχίγυος","adjective"
"1017","ἀγχίθεος","adjective"
"1019","ἀγχίθυρος","adjective"
"1020","ἀγχικέλευθος","adjective"
"1027","ἀγχιμαχητής","noun"
"nlsj2001","Ἀγχιμόλιος","proper"
"1030","ἀγχίμολος","adjective"
"1033","ἀγχινεφής","adjective"
"nlsj2002","Ἀγχινόη","proper"
"1034","ἀγχίνοια","noun"
"1035","ἀγχίνοος","adjective"
"nlsj1416","Ἄγχιος","proper"
"1036","ἀγχίπλοος","adjective"
"1038","ἀγχίπορος","adjective"
"1039","ἀγχίπους","noun"
"nlsj14793","ἀγχίπτολις","adjective"
"1040","ἀγχίρροος","adjective"
"nlsj1999","Ἀγχίσης","proper"
"nlsj2004","Ἀγχισιάδης","proper"
"nlsj2003","Ἀγχισίη","proper"
"1041","ἀγχίσπορος","adjective"
"1042","ἀγχιστεία","noun"
"1044","ἀγχιστεύς","noun"
"1046","ἀγχιστεύω","verb"
"1047","ἀγχιστήρ","noun"
"1050","ἀγχιστῖνος","adjective"
"1051","ἄγχιστος","adjective"
"1052","ἀγχίστροφος","adjective"
"1053","ἀγχιτελής","adjective"
"1054","ἀγχιτέρμων","adjective"
"nlsj14827","ἀγχίτοκος","adjective"
"1056","ἀγχιφανής","adjective"
"1057","ἀγχίφρων","adjective"
"1058","ἀγχίφυτος","adjective"
"1061","ἀγχόθεν","adverb"
"nlsj14835","ἀγχόθι","adverb"
"1063","ἀγχόμορος","adjective"
"1064","ἀγχονάω","verb"
"1065","ἀγχόνη","noun"
"1067","ἀγχόνιος","adjective"
"1070","ἀγχοτάτω","adverb"
"1071","ἀγχότερος","adjective"
"1072","ἀγχοῦ","adverb"
"1075","ἄγχουρος","noun"
"nlsj1417","Ἄγχουρος","proper"
"1081","ἄγχω","verb"
"1082","ἀγχώμαλος","adjective"
"1083","ἄγω","verb"
"1086","ἀγωγεύς","noun"
"1087","ἀγωγή","noun"
"1089","ἀγώγιμος","adjective"
"1090","ἀγώγιον","noun"
"1091","ἀγωγός","adjective"
"1093","ἀγών","noun"
"1094","ἀγωνάρχης","noun"
"1095","ἀγωνία","noun"
"1096","ἀγωνιάτης","adjective"
"1097","ἀγωνιάω","verb"
"1098","ἀγωνίζομαι","verb"
"1100","ἀγώνιος","adjective"
"1102","ἀγώνισις","noun"
"1103","ἀγώνισμα","noun"
"1104","ἀγωνισμός","noun"
"1105","ἀγωνιστέον","adjective"
"nlsj14770","ἀγωνιστήριον","noun"
"1107","ἀγωνιστής","noun"
"1108","ἀγωνιστικός","adjective"
"1110","ἀγωνοθεσία","noun"
"1111","ἀγωνοθετέω","verb"
"1113","ἀγωνοθέτης","noun"
"nlsj1995","Ἀγώριος","proper"
"nlsj1387","Ἄδα","proper"
"1124","ἀδαημονία","noun"
"1125","ἀδαήμων","adjective"
"1126","ἀδαής","adjective"
"1127","ἀδάητος","adjective"
"1129","ἀδαίετος","adjective"
"1132","ἀδαῖος","adjective"
"nlsj13477","ἀδάιος","adjective"
"1133","ἄδαιτος","adjective"
"1134","ἀδαίτρευτος","adjective"
"1137","ἀδακρυτί","adverb"
"1138","ἀδάκρυτος","adjective"
"1141","ἀδαμάντινος","adjective"
"nlsj1836","Ἀδαμάντιος","proper"
"1142","ἀδαμαντόδετος","adjective"
"1143","ἀδαμαντοπέδιλος","adjective"
"1144","ἀδάμας","noun"
"nlsj1835","Ἀδάμας","proper"
"1146","ἀδάμαστος","adjective"
"nlsj1837","Ἀδαμάτας","proper"
"1147","ἀδάματος","adjective"
"1150","ἄδαμος","adjective"
"1154","ἀδάπανος","adjective"
"1156","ἀδάρκη","noun"
"1159","ἄδαστος","adjective"
"1166","ἀδεής","adverb"
"1169","ἄδεια","noun"
"1176","ἀδείμαντος","adjective"
"nlsj1838","Ἀδείμαντος","proper"
"1180","ἄδειπνος","adjective"
"1185","ἀδεισίθεος","adjective"
"1186","ἀδέκαστος","adjective"
"1187","ἀδεκάτευτος","adjective"
"1188","ἄδεκτος","adjective"
"1192","ἀδελφή","noun"
"1193","ἀδελφιδέος","noun"
"1194","ἀδελφιδῆ","noun"
"1197","ἀδελφίζω","verb"
"1198","ἀδελφικός","adjective"
"1199","ἀδέλφιξις","noun"
"1205","ἀδελφοκτονέω","verb"
"1206","ἀδελφοκτονία","noun"
"1204","ἀδελφοκτόνος","adjective"
"1207","ἀδελφομιξία","noun"
"1210","ἀδελφοπρεπῶς","adverb"
"1211","ἀδελφός","adjective"
"1212","ἀδελφότης","noun"
"1213","ἀδέμνιος","adjective"
"1214","ἄδενδρος","adjective"
"1216","ἀδέξιος","adjective"
"1218","ἄδερκτος","adjective"
"1221","ἀδέσμιος","adjective"
"1222","ἄδεσμος","adjective"
"1223","ἀδέσποτος","adjective"
"1224","ἄδετος","adjective"
"1227","ἀδευκής","adjective"
"1228","ἀδέψητος","adjective"
"1229","ἀδέω","verb"
"nlsj13523","ἀδήιος","adjective"
"1233","ἄδηκτος","adjective"
"1234","ἀδηλέω","verb"
"1235","ἀδήλητος","adjective"
"1236","ἀδηλία","noun"
"1239","ἄδηλος","adjective"
"1240","ἀδηλότης","noun"
"1241","ἀδηλόφλεβος","adjective"
"1242","ἀδηλόω","verb"
"1244","ἀδημιούργητος","adjective"
"1245","ἀδημοκράτητος","adjective"
"1246","ἀδημονέω","verb"
"1247","ἀδημονία","noun"
"1251","ἅδην","adverb"
"1255","ἀδήριτος","adjective"
